Unit,headcode,origin_loc,origin_dep_dt
158755,5B11,BLCKNCS,30/03/2016 06:52
158906,5B11,BLCKNCS,30/03/2016 06:52
142065,5C22,DONC,30/03/2016 10:32
158843,5C24,DONC,30/03/2016 11:32
37402,5C47,BAROW,30/03/2016 11:42
KM03,5C47,BAROW,30/03/2016 11:42
156461,5C52,PRST,30/03/2016 09:32
156448,5D22,MDLSBRO,30/03/2016 10:17
142092,5D98,MDLSSDG,30/03/2016 11:06
150133,5E74,ASHONUL,30/03/2016 08:55
150223,5E76,ASHONUL,30/03/2016 09:55
150133,5E78,ASHONUL,30/03/2016 10:55
150223,5E80,ASHONUL,30/03/2016 11:55
319377,5F06,PRSTNCS,30/03/2016 08:16
142026,5F06,LEEDS,30/03/2016 08:30
142079,5F06,LEEDS,30/03/2016 08:30
144009,5F06,LEEDS,30/03/2016 08:30
150270,5F12,KNTNGLY,30/03/2016 10:03
144014,5F14,KNTNGLY,30/03/2016 10:56
142023,5F16,KNTNGLY,30/03/2016 11:57
150270,5F64,KNTNGLY,30/03/2016 08:35
144014,5F66,KNTNGLY,30/03/2016 09:38
142023,5F68,KNTNGLY,30/03/2016 10:35
150270,5F70,KNTNGLY,30/03/2016 11:35
142046,5F79,WIGANWL,30/03/2016 00:07
142048,5F79,WIGANWL,30/03/2016 00:07
142046,5F79,WIGANWL,30/03/2016 00:07
142048,5F79,WIGANWL,30/03/2016 00:07
142046,5F79,WIGANWL,30/03/2016 00:07
142048,5F79,WIGANWL,30/03/2016 00:07
156427,5F99,LVRPLSH,30/03/2016 00:45
156463,5F99,LVRPLSH,30/03/2016 00:45
150201,5H06,BLCKNCS,30/03/2016 07:30
150214,5H06,BLCKNCS,30/03/2016 07:30
150220,5H06,BLCKNCS,30/03/2016 07:30
323233,5H11,MNCRPIC,30/03/2016 09:00
323239,5H11,MNCRPIC,30/03/2016 09:00
333003,5H25,LEEDS,30/03/2016 09:33
323236,5H27,CREWE,30/03/2016 09:16
333012,5H31,LEEDS,30/03/2016 11:05
333003,5H32,NEVLTMD,30/03/2016 10:36
142033,5H33,MNCRPIC,30/03/2016 00:46
142042,5H44,CHST,30/03/2016 00:52
142014,5H48,MNCRPIC,30/03/2016 00:39
142043,5H48,MNCRPIC,30/03/2016 00:39
142041,5H67,MNCRPIC,30/03/2016 00:14
142056,5H67,MNCRPIC,30/03/2016 00:14
142041,5H81,LNGSTCS,30/03/2016 02:05
142056,5H81,LNGSTCS,30/03/2016 02:05
142041,5H81,LNGSTCS,30/03/2016 02:05
142056,5H81,LNGSTCS,30/03/2016 02:05
142041,5H81,LNGSTCS,30/03/2016 02:05
142056,5H81,LNGSTCS,30/03/2016 02:05
156483,5J04,WIGANWL,30/03/2016 08:18
142061,5J15,MNCRPIC,30/03/2016 08:33
156423,5J15,MNCRPIC,30/03/2016 08:33
142061,5J15,MNCRPIC,30/03/2016 08:33
156423,5J15,MNCRPIC,30/03/2016 08:33
142049,5J34,STKP,30/03/2016 09:07
150210,5J50,CLITHRO,30/03/2016 08:15
156441,5J50,CLITHRO,30/03/2016 08:15
150210,5J50,CLITHRO,30/03/2016 08:15
156441,5J50,CLITHRO,30/03/2016 08:15
150205,5J50,CLITHRO,30/03/2016 12:17
150276,5J50,CLITHRO,30/03/2016 12:17
150218,5J51,BOLTON,30/03/2016 07:24
142042,5J51,MNCRPIC,30/03/2016 09:53
142052,5J51,MNCRPIC,30/03/2016 09:53
142042,5J51,MNCRPIC,30/03/2016 09:53
142052,5J51,MNCRPIC,30/03/2016 09:53
150205,5J54,CLITHRO,30/03/2016 09:17
150276,5J54,CLITHRO,30/03/2016 09:17
150205,5J54,CLITHRO,30/03/2016 09:17
150276,5J54,CLITHRO,30/03/2016 09:17
150215,5J56,CLITHRO,30/03/2016 10:21
156489,5J56,CLITHRO,30/03/2016 10:21
150215,5J56,CLITHRO,30/03/2016 10:21
156489,5J56,CLITHRO,30/03/2016 10:21
142001,5J57,MNCRPIC,30/03/2016 11:02
142041,5J57,MNCRPIC,30/03/2016 11:02
156468,5J57,MNCRPIC,30/03/2016 11:02
142001,5J57,MNCRPIC,30/03/2016 11:02
142041,5J57,MNCRPIC,30/03/2016 11:02
156468,5J57,MNCRPIC,30/03/2016 11:02
150210,5J58,CLITHRO,30/03/2016 11:17
156441,5J58,CLITHRO,30/03/2016 11:17
150210,5J58,CLITHRO,30/03/2016 11:17
156441,5J58,CLITHRO,30/03/2016 11:17
142037,5J87,BOLTON,30/03/2016 10:15
142055,5J87,BOLTON,30/03/2016 10:15
142079,5K21,NEVLTMD,30/03/2016 11:30
155341,5K21,NEVLTMD,30/03/2016 11:30
150268,5L51,LEEDS,30/03/2016 08:20
158845,5L51,LEEDS,30/03/2016 10:25
142007,5L51,LEEDS,30/03/2016 11:34
142093,5L70,WKFLDWG,30/03/2016 00:21
142054,5M59,ASHONUL,30/03/2016 08:22
156451,5N04,NWCSTLE,30/03/2016 10:40
144003,5N15,SHEFFLD,30/03/2016 09:04
142084,5N16,LEEDS,30/03/2016 09:46
142026,5N19,NEVLTMD,30/03/2016 09:21
144009,5N19,NEVLTMD,30/03/2016 09:21
150103,5N21,PRST,30/03/2016 08:51
156455,5N21,PRST,30/03/2016 08:51
150134,5N22,STKP,30/03/2016 08:00
150228,5N22,STKP,30/03/2016 08:00
150134,5N22,STKP,30/03/2016 08:00
150228,5N22,STKP,30/03/2016 08:00
144003,5N22,SHEFSDG,30/03/2016 11:13
142071,5N23,MDLSBRO,30/03/2016 09:53
142092,5N23,MDLSBRO,30/03/2016 09:53
142071,5N23,MDLSBRO,30/03/2016 09:53
142092,5N23,MDLSBRO,30/03/2016 09:53
142071,5N23,MDLSBRO,30/03/2016 09:53
142092,5N23,MDLSBRO,30/03/2016 09:53
142071,5N23,MDLSBRO,30/03/2016 09:53
153328,5N24,SHEFSDG,30/03/2016 12:00
142045,5N40,PRST,30/03/2016 00:11
142062,5N46,LEEDS,30/03/2016 00:37
153378,5N46,LEEDS,30/03/2016 00:37
150210,5N93,BLCKPLN,30/03/2016 00:55
156441,5N93,BLCKPLN,30/03/2016 00:55
142078,5O57,WKFLDWG,30/03/2016 06:03
142078,5O61,WKFLDWG,30/03/2016 08:10
142078,5O62,WRNTHPS,30/03/2016 06:39
142066,5O63,WKFLDWG,30/03/2016 09:15
142078,5O65,WKFLDWG,30/03/2016 10:13
142066,5O67,WKFLDWG,30/03/2016 11:13
142078,5O68,WRNTHPS,30/03/2016 08:36
142078,5O69,WKFLDWG,30/03/2016 12:13
142066,5O70,WRNTHPS,30/03/2016 09:40
142078,5O72,WRNTHPS,30/03/2016 10:40
142066,5O74,WRNTHPS,30/03/2016 11:40
153328,5P61,SHEFFLD,30/03/2016 09:45
142022,5R30,ADWICK,30/03/2016 08:13
142022,5R58,ADWICK,30/03/2016 08:59
150115,5R64,ADWICK,30/03/2016 09:43
142026,5R64,SHEFFLD,30/03/2016 11:10
150115,5R64,SHEFFLD,30/03/2016 11:10
144005,5R66,ADWICK,30/03/2016 10:43
144010,5R68,ADWICK,30/03/2016 11:43
142058,5T04,HAZL,30/03/2016 08:50
150117,5T04,HAZL,30/03/2016 08:50
150135,5T04,HAZL,30/03/2016 08:50
142058,5T04,HAZL,30/03/2016 08:50
150117,5T04,HAZL,30/03/2016 08:50
150135,5T04,HAZL,30/03/2016 08:50
150201,5T06,HAZL,30/03/2016 09:50
150214,5T06,HAZL,30/03/2016 09:50
150201,5T06,HAZL,30/03/2016 09:50
150214,5T06,HAZL,30/03/2016 09:50
142034,5T12,NWTNHDD,30/03/2016 11:00
142049,5T12,NWTNHDD,30/03/2016 11:00
319362,5T61,NWTNLW,30/03/2016 08:57
319363,5T62,NWTNLW,30/03/2016 09:58
319362,5T63,NWTNLW,30/03/2016 10:58
319361,5T64,NWTNLW,30/03/2016 11:58
158758,5U17,MSTN,30/03/2016 08:00
158795,5U21,MSTN,30/03/2016 09:00
158849,5U23,MSTN,30/03/2016 10:00
155342,5U25,MSTN,30/03/2016 11:00
150226,5U27,MSTN,30/03/2016 12:00
156480,5W27,GTSHDMC,30/03/2016 10:23
142086,5W31,GTSHDMC,30/03/2016 11:23
156443,5W35,GTSHDMC,30/03/2016 12:23
144007,5W64,LEEDS,30/03/2016 09:04
142062,5Y51,LEEDS,30/03/2016 09:16
144002,5Y51,LEEDS,30/03/2016 09:16
142062,5Y51,LEEDS,30/03/2016 09:16
144002,5Y51,LEEDS,30/03/2016 09:16
